2022-07-10 11:09:30 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-07-10 11:09:30 0 [Note] InnoDB: Uses event mutexes
2022-07-10 11:09:30 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-07-10 11:09:30 0 [Note] InnoDB: Number of pools: 1
2022-07-10 11:09:30 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 1209779
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=58] with future log sequence number 1209740
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=323] with future log sequence number 1209740
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=57] with future log sequence number 1209701
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=321] with future log sequence number 1209701
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=56] with future log sequence number 1209662
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 1209662
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=55] with future log sequence number 1209623
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=319] with future log sequence number 1209623
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=54] with future log sequence number 1209584
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=318] with future log sequence number 1209584
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=53] with future log sequence number 1209545
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 1209545
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=52] with future log sequence number 1209506
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=316] with future log sequence number 1209506
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=50] with future log sequence number 1209467
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=314] with future log sequence number 1209467
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=49] with future log sequence number 1209428
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=313] with future log sequence number 1209428
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 1209389
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=206] with future log sequence number 1270307
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=2, page number=8] with future log sequence number 1270679
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=343] with future log sequence number 1270307
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 1264624
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=1, page number=3] with future log sequence number 1270699
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=342] with future log sequence number 1264624
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 1271267
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=74, page number=6] with future log sequence number 1271191
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=74, page number=5] with future log sequence number 1271146
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=74, page number=4] with future log sequence number 1271112
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=74, page number=3] with future log sequence number 1271287
2022-07-10 11:09:30 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=344] with future log sequence number 1271267
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 1197468 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=2] log sequence number 900285 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 1206967 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 1155992 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 1155992 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1156031 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1156031 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1156070 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 1156070 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 1208231 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 1208231 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 1243830 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 1243830 is in the future! Current system log sequence number 300306.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2022-07-10 11:09:30 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 1244194 is in the future! Current system log sequence number 300306.
